Dataset Identifier	Title	Repos	Species	Instrument	Publication	LabHead	Announce Date	Keywords
PXD004546	Human Rheumatoid Arthritis LC-MSMS	PRIDE	Homo sapiens 	LTQ Orbitrap	Tsai et al. (2021)	Ching-Yu Lin	2021-02-25	Biological, Biomedical, Rheumatoid arthritis, Malondialdehyde, Autoantibody isotypes, Serum, 
PXD022220	Quantitative proteomics analysis of Mycoplasma pneumoniae identifies potential macrolide resistance determinants	PRIDE	Mycoplasma pneumoniae	Orbitrap Fusion Lumos	Li et al. (2021)	Yuan Jing	2021-02-25	Mycoplasma pneumoniae, drug resistance, whole proteomes, quantitative proteomic technique, differentially expressed proteins, 
PXD022952	Protein profiling reveals the characteristic changes of complement cascade pathway in the tissues of gastric signet ring cell carcinoma	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	Yan Ren	2021-02-24	Stomach Neoplasms, Signet Ring Cell, Mass Spectrometry, Proteomics, Complement System Proteins, 
PXD023290	In gel trypsin digested 1 D resolved bands of freeze-dried camel milk	PRIDE	Camelus dromedarius	LTQ Orbitrap XL	Dataset with its publication pending	Tanja D. Cirkovic Velickovic	2021-02-24	soluble camel milk protein fraction of lyophilized camel milk, 1 D gel bands in reducing condition of camel milk powder, 
PXD022627	Protein profiling reveals the characteristic changes of complement cascade pathway in the tissues of gastric signet ring cell carcinoma	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	Yan Ren	2021-02-24	Stomach Neoplasms, Signet Ring Cell, Mass Spectrometry, Proteomics, Complement System Proteins, 
PXD023092	Galactolipid and Phospholipid Profile and Proteome Alterations in Soybean Leaves at the Onset of Salt Stress	PRIDE	Glycine max	Orbitrap Fusion Lumos	Dataset with its publication pending	Hon-Ming Lam	2021-02-24	LC-MS/MS, soybean, salt, leaf, seedling, 
PXD024370	Plasma proteomic profile associated with platelet dysfunction after trauma	MassIVE	Homo sapiens	LTQ Orbitrap Velos	no publication	Alexander St. John	2021-02-24	Blood Platelet Disorders, Hemorrhage, Hemostasis, Multiple Trauma, Proteomics, 
PXD021761	Structural basis for heme-dependent NCoR binding to the transcriptional repressor REV-ERBβ	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	10.1126/SCIADV.ABC6479; Mosure et al. (2021)	Patrick Robert Griffin	2021-02-24	Orphan Nuclear Receptor, Rev-ERb, Ligand Binding, Protein-Protein Interactions, 
PXD018394	Exoproteomes of marine cyanobacteria grown under different regimes to detect their pili production; analysed by LC-MS/MS	PRIDE	Synechococcus sp.	Orbitrap Fusion	Dataset with its publication pending	Joseph A. Christie-Oleza	2021-02-24	exoproteomes, Synechococcus, Prochlorococcus, pili, nutrient limitation, 
PXD019315	Exoproteomes of marine cyanobacteria grown under different regimes to detect their pili production; analysed by LC-MS/MS	PRIDE	Synechococcus sp.	Orbitrap Fusion	Dataset with its publication pending	Joseph Christie-Oleza	2021-02-24	exoproteomes, Synechococcus, Prochlorococcus, pili, nutrient limitation, 
PXD018524	Exoproteomes of marine cyanobacteria grown under different regimes to detect their pili production; analysed by LC-MS/MS	PRIDE	Synechococcus sp.	Orbitrap Fusion	Dataset with its publication pending	Joseph A. Christie-Oleza	2021-02-24	exoproteomes, Synechococcus, Prochlorococcus, pili, nutrient limitation, 
PXD018396	Exoproteomes of marine cyanobacteria grown under different regimes to detect their pili production; analysed by LC-MS/MS	PRIDE	Synechococcus sp.	Orbitrap Fusion	Dataset with its publication pending	Joseph A. Christie-Oleza	2021-02-24	exoproteomes, Synechococcus, Prochlorococcus, pili, nutrient limitation, 
PXD018395	Exoproteomes of marine cyanobacteria grown under different regimes to detect their pili production; analysed by LC-MS/MS	PRIDE	Prochlorococcus sp.	Orbitrap Fusion	Dataset with its publication pending	Joseph A. Christie-Oleza	2021-02-24	exoproteomes, Synechococcus, Prochlorococcus, pili, nutrient limitation, 
PXD022142	Female mating status influences protein composition of mature Drosophila oocytes	PRIDE	Drosophila melanogaster (Fruit fly)	Orbitrap Fusion Lumos	10.1038/S41598-021-82801-4; McDonough-Goldstein, Pitnick & Dorus (2021)	Steve Dorus	2021-02-24	oogenesis, oocyte, parental investment, maternal effects, Drosophila, LC-MSMS, TMT, 
PXD014183	HPSE_Pulldown_Quantitative_Proteomics_Analysis	MassIVE	Homo sapiens, Human alphaherpesvirus 1	Orbitrap Fusion	no publication	David Gonzalez	2021-02-24	Quantitative Proteomics, Pull-down, Heparanase, 
PXD014181	HSV1_Quantitative_Proteomic_Analysis	MassIVE	Mus musculus, Human alphaherpesvirus 1	Orbitrap Fusion	no publication	David Gonzalez	2021-02-24	HSV1, Quantitative Proteomics, Orbitrap, 
PXD023637	The tumor suppressor kinase DAPK3 drives tumor-intrinsic immunity through the STING-IFNb pathway Phospho	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	David Gonzalez	2021-02-24	Tumor Suppressor Kinase, DAPK3, Tumor Immunity, STING, Interferon, Phosphoproteomics, Tandem Mass Tag, Orbitrap, 
PXD024333	2021 Trauma plasma H14 depleted proteomics 	MassIVE	Homo sapiens	LTQ Orbitrap Velos	no publication	Yi Wang	2021-02-24	Trauma plasma proteomics, 
PXD019620	Wobble tRNA modification dependent proteome	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	Pierre CLOSE	2021-02-24	Cancer, tRNA modification, elongator, 
PXD019737	Regulation of the microsomal proteome by salicylic acid and deficiency of phosphatidylinositol‐4‐kinases β1 and β2 in Arabidopsis thaliana	PRIDE	Arabidopsis thaliana (Mouse-ear cress)	Orbitrap Fusion Lumos	Junková et al. (2021)	Josef Cvačka	2021-02-23	Arabidopsis thaliana, phosphatidylinositol-4-kinases β1 and β2, salicylic acid, microsomal fraction, label-free quantification, LC-MS/MS, 
PXD018150	Tomato phototropin1 fruit proteome	PRIDE	Solanum lycopersicum	LTQ Orbitrap Velos	Kilambi et al. (2021)	Yellamaraju Sreelakshmi	2021-02-23	Tomato fruit proteome, Mature green, breaker and red ripe stages of ripening, carotenoids, chlorophyll degradation, 
PXD017324	PINE: An Automation Tool to Extract & Visualize Functionally Enriched Networks from Mass Spectrometry-Based Proteomics Datasets	PanoramaPublic	Mus musculus	Orbitrap Fusion Lumos	0	Jennifer Van Eyk	2021-02-23	Proteomics, data visualization, enriched networks, automated bioinformatics tool, post-translational modifications, 
PXD019754	The proteomic landscape of centromeric chromatin reveals an essential role for the Ctf19 complex in meiotic kinetochore assembly.	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos; Q Exactive	0	Adele Marston	2021-02-23	Meiosis, chromatin, kinetochores, Saccharomyces cerevisiae, label-free quantitation., 
PXD017964	A truncated MRE11 form induced by SPRTN is deficient in DNA repair and radiosensitises cancer cells	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Na et al. (2021); 10.1038/S41419-021-03437-W	Professor Anne Kiltie	2021-02-23	MRE11, C-terminal truncation, MRE11 cleavage, SPRTN, DNA repair, 
PXD022371	Neuroserpin Is Strongly Expressed in the Developing and Adult Mouse Neocortex but Its Absence Does Not Perturb Cortical Lamination and Synaptic Proteome	PRIDE	Mus musculus 	Orbitrap Fusion	Dataset with its publication pending	Giovanna Galliciotti	2021-02-23	Neuroserpin, Bottom-up proteomics, mus musculus, development, cerebral cortex, 
PXD022313	Simple and efficient micro-SPE tip-based sample preparation workflow to enable sensitive proteomic profiling of limited samples	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; Q Exactive HF	Kostas et al. (2021)	Alexander R. Ivanov	2021-02-22	sample preparation, micro-SPE tip, StageTip, limited sample, OmSET, on-micro solid-phase extraction tip, 
PXD019654	Methyl-SILAF mapping of the Drosophila mitochondrial protein methylome	PRIDE	Drosophila melanogaster (Fruit fly)	Orbitrap Fusion Lumos; Q Exactive HF	Schober et al. (2021)	Anna Wredenberg	2021-02-22	Methylation, mitochondria, PTM, Drosophila, 
PXD022586	Phosphorus-Ca2+ signalling in marine diatoms	PRIDE	Phaeodactylum tricornutum CCAP 1055/1	Orbitrap Fusion	10.1016/J.CUB.2020.11.073; Helliwell et al. (2020)	Joseph A. Christie-Oleza	2021-02-22	Ca2+ signalling, marine diatoms, Phaeodactylum tricornutum, phosphorous metabolism, nitrogen metabolism, 
PXD015081	The host exosome biogenesis pathway is essential for human cytomegalovirus virion assembly and egress	PRIDE	Human herpesvirus 5 strain AD169, Homo sapiens 	LTQ Orbitrap Velos; Orbitrap Fusion ETD	Turner et al. (2020)	Rommel Mathias	2021-02-21	Human cytomegalovirus, CMV, herpesvirus, viral infection, virion assembly, egress, proteomics, exosome, extracellular vesicle, VAMP3, 
PXD022831	Improving spectral validation rates in hydrogen-deuterium exchange data analysis.	PRIDE	Oryctolagus cuniculus, Homo sapiens 	Orbitrap Fusion Lumos; TripleTOF 5600	Raval et al. (2021)	David Schriemer	2021-02-21	HDX-MS, Mass-Spec Studio, HX-PIPE, HX-DEAL, Eg5, Proteasome, 
PXD019494	The mitochondrial methylome is evolutionary conserved and regulated by cytosolic SAM	PRIDE	Mus musculus , Homo sapiens , Drosophila melanogaster (Fruit fly)	Orbitrap Fusion Lumos	Schober et al. (2021)	Anna Wredenberg	2021-02-21	Methylation, Mitochondria, PRM, Drosophila, Mouse, Human, 
PXD024225	Role of Epigenetics in Unicellular to Multicellular Transition in Dictyostelium	PanoramaPublic	Dictyostelium discoideum AX2	Q Exactive HF; Orbitrap Fusion	no publication	Lindsay Pino	2021-02-19	epigenetics, histone, multicellularity, 
PXD023959	Ubiquitinated sites on VPS34 by UBE3C LC-MSMS	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	Yu-Hsuan Chen	2021-02-19	Ubiquitinated sites, VPS34, UBE3C, 
PXD023399	Palmer et al: Dental Method Comparison	PRIDE	Homo sapiens 	Q Exactive; LTQ Orbitrap Elite	Palmer et al. (2021)	Michael Buckley	2021-02-18	Dental calculus proteome, EDTA, HCl, Acetone precipitation, Archaeologica dairy proteinl, SP3, Ultrafiltration, Deamidation, Orbi-trap, QE, Mass Spectrometry, Beta-lactoglobulin, Casein, 
PXD022618	Plasmodium falciparum Proteomic Analyses	PRIDE	Plasmodium falciparum	LTQ Orbitrap Elite	Dataset with its publication pending	Mengquan Yang	2021-02-18	Plasmodium falciparum, 
PXD023367	Loss of COX4i1 leads to combined respiratory chain deficiency and impaired mitochondrial protein synthesis	PRIDE	Homo sapiens 	Orbitrap Fusion	Čunátová et al. (2021)	Tomas Mracek	2021-02-18	mitochondria, OXPHOS, COX, COX4, knock-out, COX assembly, complex I, biogenesis interdependency, complexome profiling, mitochondrial protein synthesis, 
PXD021684	Proteomic Adaptation of Clostridioides difficile to Treatment with the Antimicrobial Peptide Nisin	PRIDE	Clostridioides difficile 630	Q Exactive; LTQ Orbitrap	Dataset with its publication pending	D�rte Becher	2021-02-18	Nisin, antimicrobial peptides, antibiotic resistance, mass spectrometry, C. difficile, proteomics, 
PXD022677	Another layer of complexity in Staphylococcus aureus methionine biosynthesis control: Unusual RNase III-driven T-box riboswitch cleavage determines met operon mRNA stability and decay	PRIDE	Staphylococcus aureus subsp. aureus str. Newman	LTQ Orbitrap Elite	Dataset with its publication pending	D�rte Becher	2021-02-18	T-box riboswitch, Staphylococcus aureus, RNA decay, methionine biosynthesis, 
PXD021321	Glycosyltransferase POMGnT1 deficiency affects N-cadherin-mediated cell-cell adhesion	PRIDE	Homo sapiens 	LTQ Orbitrap	Dataset with its publication pending	Sabine Strahl	2021-02-18	POMGNT1, POMGnT1, PMGT1, Pomgnt1, Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1, Mannosylation, MEB, Muscle-eye-brain disease, Muscular dystrophy-dystroglycanopathy, 
PXD019082	A2M Q975C and C3 Q1013C disulfide mutants	PRIDE	Homo sapiens 	Orbitrap Eclipse	10.1021/ACS.BIOCHEM.0C00803; Harwood et al. (2020)	Jan J. Enghild	2021-02-18	Human C3 A2M, 
PXD015579	The cytosolic DNA sensor cGAS recognizes Neutrophil Extracellular Traps	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	Christian K. Frese	2021-02-17	Biological, Neutrophil Extracellular Traps, cGAS, macrophages, type I IFN, 
PXD018244	The IMiD receptor CRBN determines quality control of transmembrane proteins	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; LTQ Orbitrap Velos	Heider et al. (2021); 10.1016/J.MOLCEL.2020.12.046	Bernhard Kuster	2021-02-17	human, Lumos, multiple myeloma, membrane proteins, IMiDs, chaperones, 
PXD023986	Ubiquitin chain types on ubiquitinated VPS34 in the presence or absence of UBE3C in vitro LC-MSMS	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Dataset with its publication pending	Yu-Hsuan Chen	2021-02-17	VPS34, UBE3C, ubiquitin chain types, 
PXD020564	Protein phosphorylation in depolarized synaptosomes	PRIDE	Clostridium botulinum A str. Hall, Rattus norvegicus , Homo sapiens 	Orbitrap Exploris 480; Q Exactive HF-X	10.1016/J.MCPRO.2021.100061	Prof. Dr. Henning Urlaub	2021-02-17	Phosphorylation, Synapse, Synaptosomes, Botulinum, 
PXD019828	Casz1 interactome via BioID on primary mouse retinal cells	MassIVE	Mus musculus	LTQ Orbitrap	0	Pierre Mattar	2021-02-17	Casz1 Retina Neurogenesis NuRD complex, 
PXD023341	Proteomic identification of recombinant nucleocapsid N protein 40 kDa fragment from SARS-CoV-2	PRIDE	SARS coronavirus Sin3765V	LTQ Orbitrap XL	Djukic et al. (2021)	Tanja D. Ćirković Velicković	2021-02-16	Sars-cov-2, Covid-19, Recombinant nucleocapsid protein, N protein fragment, covid-19, SARS-CoV-2, prokaryotic expression,serological assay, 
PXD020779	Chromatin-associated protein complexes link DNA base J and transcription termination in Leishmania	MassIVE	Leishmania tarentolae	LTQ Orbitrap Elite	0	Bryan Jensen, Jeff Ranish, Mark Gillespie, Peter Myler	2021-02-16	Leishmania, Chromatin, Protein complexes, DNA Base J, AP-MS, TAP-MS, 
PXD018506	Site-specific N-glycosylation Characterization of Recombinant SARS-CoV-2 Spike Proteins using High-Resolution Mass Spectrometry	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	0	Yong Zhang	2021-02-16	Sars-cov-2, Covid-19, SARS-CoV-2, Spike protein, N-glycosylation, Mass spectrometry, 
PXD013242	Profiling of ADAM12S regulated proteins in H1688 cells	PRIDE	Homo sapiens 	LTQ Orbitrap Elite	Duan et al. (2019)	Guoqiang Xu	2021-02-16	Human, H1688, ADAM12S, LC-MS/MS, SILAC quantification, OrbiTrap Elite, 
PXD024181	Cooper Salvia columbariae chia seeds, roots, hypocotyls, and cotyledons	MassIVE	Salvia columbariae	Orbitrap Fusion Lumos	no publication	Bret Cooper	2021-02-15	chia, root, hypocotyl, cotyledon, 
PXD022282	Multi-level proteomics reveals host-perturbation strategies of SARS-CoV-2 and SARS-CoV	PRIDE	Homo sapiens , Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Exploris 480	Dataset with its publication pending	Matthias Mann	2021-02-15	Sars-cov-2, Covid-19, COVID19, SARS-CoV-2, mass spectrometry, LC-MS/MS, DIA, proteomics, phosphorylation, ubiquitination, PTM, 
PXD013590	SILAC quantification of proteins in the control and UFBP1-expressing MGC803 cells	PRIDE	Homo sapiens 	LTQ Orbitrap Elite	Hu et al. (2021)	Guoqiang Xu	2021-02-15	Human, MGC803, UFBP1, LC-MS/MS, SILAC quantification, OrbiTrap Elite, 
PXD024170	Bio-inorganic interactions on zeolite surface in blood coagulation	iProX	Homo sapiens	LTQ Orbitrap Elite	Dataset with its publication pending	Jie Fan	2021-02-15	Bio-inorganic interactions, zeolite, coagulation，thrombin, 
PXD012699	Establishment of a metaproteomics pipeline for marine particle associated microbial communities	PRIDE	Candidatus Pelagibacter sp.	LTQ Orbitrap Velos	Dataset with its publication pending	Katharina Riedel	2021-02-14	Biological, metaproteomics, marine snow, spring phytoplankton bloom, 
PXD016551	Positive effect of Manganese on growth of two strains of Granulicella sp. revealed by proteomic and genomic analyses	PRIDE	Granulicella sp.	LTQ Orbitrap Velos	Dataset with its publication pending	Kathrin Riedel	2021-02-14	Biological, Acidobacteria, Granulicella, Genome, Proteome, Manganese, Metabolism, 
PXD020775	An integrated multi-omics protocol for swine feces reveals congruent longitudinal dynamics in microbiome structure and function.	PRIDE	Sus scrofa domesticus (domestic pig)	LTQ Orbitrap Velos	Dataset with its publication pending	Katharina Riedel	2021-02-14	metaproteomics, microbiome, 
PXD021446	Comparative physiological and proteomic signatures reveal contrasting stay green and senescence phenotypes in drought tolerant and susceptible pearl millet and wheat genotypes	PRIDE	Triticum aestivum , [Pennisetum] glaucum subsp. monodii	LTQ Orbitrap Elite	Ghatak et al. (2020)	Dr. Palak Chaturvedi	2021-02-14	Large-scale proteomics, drought stress, wheat, pearl millet, cereals, stay green trait, senescence, multivariate integrative analysis, mass spectrometry, marker assisted breeding., 
PXD023016	Proteomic Investigation Reveals Dominant Alterations of Neutrophil Degranulation and mRNA Translation Pathways in COVID-19 Patients	PRIDE	Homo sapiens 	Orbitrap Fusion	Bankar et al. (2021)	Sanjeeva Srivastava	2021-02-14	Covid-19, COVID-19, Human, Nasopharyngeal swab, SARS-CoV-2, Mass spectrometry, Proteomics, 
PXD024157	CIDer: a statistical framework for interpreting differences in CID and HCD fragmentation	MassIVE	Homo sapiens	Orbitrap Fusion Lumos	no publication	Brian Searle, Danielle Swaney	2021-02-12	cid hcd prediction library, 
PXD017961	Endophyte-specific protection of Lolium perenne L. during rising CO2 conditions	PRIDE	Epichloe festucae E2368, Lolium perenne subsp. perenne	Orbitrap Fusion Lumos	Dataset with its publication pending	Jennifer Geddes-McAlister	2021-02-12	Fungal endophytes, Lolium perenne L., carbon dioxide, metabolomics, quantitative proteomics, plant defense response, 
