Dataset Identifier	Title	Repos	Species	Instrument	Publication	LabHead	Announce Date	Keywords
PXD016573	Single Cell Proteomics and the Carrier Proteome Effect	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Cheung et al. (2020)	Christopher M. Rose	2020-12-15	Human, LC-MSMS, Single Cell Proteomics, 
PXD022852	Hologenome analysis reveals dual symbiosis in the deep-sea hydrothermal vent snail Gigantopelta aegis	PRIDE	Gigantopelta aegis	Orbitrap Fusion Lumos	Dataset with its publication pending	Yi Lan	2020-12-15	chemosynthesis, genome, transcriptome, methane-oxidising, sulphur-oxidising, Mollusca, 
PXD022569	Phytophthora detection in planta	PRIDE	Solanum tuberosum , Hordeum vulgare 	Orbitrap Fusion Lumos	Dataset with its publication pending	Martin Cerny	2020-12-15	Phytophthora, proteomics, P. palmivora, P. infestans, Solanum tuberosum, Hordeum vulgare, 
PXD021988	Human, bronchoalveolar lavage, extracellular vesicles	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Carvalho et al. (2020)	Rune Matthiesen	2020-12-15	bronchoalveolar lavage, lung cancer, extracellular vesicles, 
PXD020014	"""In-gel cross-linking mass spectrometry (IGX-MS) of proteins and protein complexes"""	PRIDE	Escherichia coli, Bos taurus , Homo sapiens 	Orbitrap Fusion Lumos; Orbitrap Fusion	Dataset with its publication pending	Albert J. R Heck	2020-12-14	BN-PAGE/ Cross-linking/ Protein complexes/ Complement/ Protein modeling, 
PXD017654	Proteomics analysis of Hypsizygus marmoreus	PRIDE	Hypsizygus marmoreus	Orbitrap Fusion Lumos	Dataset with its publication pending	Hao Yu	2020-12-14	Proteomics, lable-free, Hypsizygus marmoreus, 
PXD022088	TINC - a method to dissect transcriptional complexes at single locus resolution - reveals novel Nanog regulators in mouse embryonic stem cells	PRIDE	Mus musculus 	Orbitrap Fusion; QTRAP 6500	Knaupp et al. (2020)	Jose Polo	2020-12-14	TINC, stem cells, cellular identity, regulatory elements, Nanog, 
PXD021858	ApoC-III is a novel inducer of human valvular calcification	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; Q Exactive	Dataset with its publication pending	Elena Aikawa	2020-12-14	calcific aortic valve disease, valvular interstitial cells, fibrosis, lipids, apoC-III, 
PXD020254	Optimized Workflow for In-depth N-glycosylation Analysis of 2D and 3D Breast Cancer Cell Cultures and Xenografted Tumors	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Mao et al. (2020)	Yong Zhang	2020-12-14	mass spectrometry, N-glycoproteomics, intact N-glycopeptides, zwitterionic hydrophilic interaction chromatography, breast cancer, 
PXD022620	A commercial antibody to the human condensin II subunit NCAPH2 cross-reacts with a SWI-SNF complex component	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; Orbitrap Fusion	Dataset with its publication pending	Jyoti Choudhary	2020-12-13	Protein interactions, condensin, NCAPH2, 
PXD017376	Identification of cellular proteins binding to the 3’UTR of Programmed Cell Death 4 mRNA	PRIDE	Homo sapiens 	Orbitrap Fusion	Kumar, Poria & Ray (2020)	Professor Partho Sarothi Ray	2020-12-11	RNA-protein interaction, RNA-binding protein, 3’ untranslated region, programmed cell death 4, Mass Spectrometry, 
PXD016927	Quantitative proteomic analysis of global protein acetylation in PRRSV infected pulmonary alveolar macrophages	PRIDE	Sus scrofa domesticus (domestic pig)	Orbitrap Fusion	Fang et al. (2020)	Gaiping Zhang	2020-12-10	Biomedical, Porcine reproductive and respiratory syndrome, Tandem mass tag label LC-MS, post-translational modification, acetylation., 
PXD018405	Temporal proteomic profiling of Agrobacterium tumefaciens exposure to agroinfiltration media influences cellular remodeling and may promote enhanced adaptability for molecular farming	PRIDE	Agrobacterium tumefaciens	Orbitrap Fusion Lumos	10.1139/cjm-2020-0239	Jennifer Geddes-McAlister	2020-12-10	Agrobacterium tumefaciens, bioreactor, shake flask, agroinfiltration media, trastuzumab, quantitative proteomics, 
PXD018384	Distinct proteome profiles of Agrobacterium tumefaciens grown in bioreactors suggests bacterial adaptability and preparedness for plant transformation in molecular farming	PRIDE	Agrobacterium tumefaciens	Orbitrap Fusion Lumos	Dataset with its publication pending	Jennifer Geddes-McAlister	2020-12-10	Agrobacterium tumefaciens, bioreactor growth chamber, shake flask, trastuzumab, quantitative proteomics, 
PXD022916	Nuclear substrates of the CDKL5 kinase - Phosphoproteomics	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	John Rouse	2020-12-10	CDKL5, kinase, phosphoproteomics, TMT, 
PXD022975	CDKL5 - nuclear substrates - Validation	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	John Rouse	2020-12-10	CDKL5, kinase, TMT, 
PXD022598	Post-translational modification analysis of VDAC1 in ALS-SOD1 model cells reveals specific asparagine and glutamine deamination	PRIDE	Mus musculus 	Orbitrap Fusion	Pittal� et al. (2020)	Rosaria Saletti	2020-12-10	Deamidation, Amyotrophic Lateral Sclerosis, Voltage Dependent Anion Channel, post-translational modifications, mitochondria, ROS, Mass Spectrometry analysis, Orbitrap fusion tribrid, neurodegeneration, SOD1, 
PXD016688	Proteomic analysis of CRISPR Cas 9 mediated mdig deletion in triple negative breast cancer cells	PRIDE	Homo sapiens 	Orbitrap Fusion	Dataset with its publication pending	Fei Chen	2020-12-09	mdig, mass spectrometry, signaling pathways, breast cancer, biomarker, 
PXD022818	Identification of the modified residues on endogenous Arouser immunoprecipitated from wild-type Drosophila melanogaster larvae	PRIDE	Drosophila melanogaster (Fruit fly)	Orbitrap Fusion	Dataset with its publication pending	Professor Ioannis Nezis	2020-12-09	Drosophila, Arouser, phosphorylation, Warwick-rtp, 
PXD020859	Cross-linking mass spectrometry uncovers protein interactions and functional assemblies in synaptic vesicle membranes	PRIDE	Rattus norvegicus 	Orbitrap Fusion; Q Exactive Plus	Dataset with its publication pending	Carla Schmidt	2020-12-09	Synaptic vesicles, protein networks, chemical cross-linking, mass spectrometry, Synaptobrevin-2, Synaptophysin, 
PXD021198	Protein stability changes reveal targets of pyrithione-induced Cu toxicity in E. coli	PRIDE	Escherichia coli	Orbitrap Fusion Lumos	Dataset with its publication pending	Michael C. Fitzgerald	2020-12-08	E. coli, Cu toxicity, Pyrithione, protein stability, 
PXD022078	MS-based in situ proteomics reveals AMPylation of host proteins during bacterial infection	PRIDE	Homo sapiens 	Q Exactive; Orbitrap Fusion	Rauh et al. (2020)	Stephan Axel Sieber	2020-12-07	Human, HeLa, LC-MS/MS, Infection, V. parahaemolyticus, 
PXD017715	Long-term effects on the transcriptome and proteome in Sprague Dawley rat thyroid and plasma after internal low dose 131I exposure	PRIDE	Rattus norvegicus , Rattus rattus (Black rat)	Orbitrap Fusion	Dataset with its publication pending	Carina Sihlbom	2020-12-07	rat, cancer, plasma, thyroid, Radioiodide 131I treatment, LC-MS/MS, 
PXD016499	Galectins expression profile in mice intestine - Galectin 3 interacting partners identification	PRIDE	Mus musculus 	Q Exactive HF-X; Orbitrap Fusion	Dataset with its publication pending	Damarys Loew	2020-12-07	Mice, intestine, galectins, 
PXD022885	Surveying the vampire bat (Desmodus rotundus) serum proteome: a resource for identifying immunological proteins and detecting pathogens	PRIDE	Desmodus rotundus	Orbitrap Fusion Lumos	Dataset with its publication pending	Benjamin Adam Neely	2020-12-06	Vampire Bat, serum, LC-MSMS, DIA, 
PXD021602	Cell type-selective secretome profiling in vivo	PRIDE	Mus musculus 	Orbitrap Fusion	Dataset with its publication pending	Jonathan Z. Long	2020-12-06	Plasma, mice, LC-MS/MS, TurboID, 
PXD019910	CSF proteomic study of Alzheimer's Disease	PRIDE	Homo sapiens 	Orbitrap Fusion	Dataset with its publication pending	Johan Gobom	2020-12-04	human, CSF, Alzheimer's Disease, 
PXD020224	Anti-tumor immunity induces the presentation of aberrant peptides in melanoma	PRIDE	Homo sapiens 	Q Exactive HF-X; Orbitrap Fusion; Q Exactive Plus	Dataset with its publication pending	Reuven Agami	2020-12-04	Melanoma, proteomics, immunopeptidomics, LC-MS/MS, aberrant peptides, tryptophan depletion, immune recognition, 
PXD009867	Gastric Bypass and Sleeve Gastrectomy induce a new gastric mucosa phenotype with increased number of Glucagon-Like Peptide-1 expressing cells	PRIDE	Rattus norvegicus 	Orbitrap Fusion ETD	Dataset with its publication pending	Andr� Bado	2020-12-04	Biological, Biomedical, Glp1, glucagon, rattus, gastric bypass, gastrectomy, 
PXD022119	NALCN crosslinking experiments by BS3 crosslinker	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Xie et al. (2020)	Shan Feng	2020-12-04	NALCN, crosslinking, LC-MS/MS, 
PXD018232	Crosslinking-MS dataset of the TFIIIC subcomplex tauA with Brf1 and TBP	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos	Vorl�nder et al. (2020)	Christoph W Mueller	2020-12-04	S. cerevisiae, Transcription, XL-MS, TFIIIC, TFIIIB, Pol III, 
PXD021869	Heterozygous mutation of NF-B innate immune response transcription factor Relish increases survival following traumatic brain injury in Drosophila	PRIDE	Drosophila melanogaster (Fruit fly)	Orbitrap Fusion Lumos	Swanson et al. (2020)	Joshua J. Coon	2020-12-03	Traumatic Brain Injury, Proteomics, LC-MS/MS, Longitudinal, 
PXD020823	Divide-and-conquer matrisome protein (DC-MaP) strategy: an optimal approach to proteomic matrisome characterization	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Ouni et al. (2020)	Amorim Christiani	2020-12-03	human, ovarian, matrisome, fractionation, identifcation, proteins, 
PXD021712	Hepatitis B Core Protein is Posttranslationally Modified through K29-linked Ubiquitination	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; Orbitrap Fusion	Langerov� et al. (2020)	Martin Hubalek	2020-12-01	Hepatitis B virus, HBc, Posttranslational modifications, Ubiquitination, Ubiquitin, E3 ubiquitin-protein ligase, 
PXD019533	Multiplexed quantitative proteomics in mouse model of aging	PRIDE	Mus musculus 	Orbitrap Fusion	Fanjul et al. (2020)	Jes�s V�zquez Cobos	2020-12-01	mouse, heart, aging, 
PXD019757	Lkb1 suppresses amino acid-driven gluconeogenesis in the liver	PRIDE	Mus musculus 	Orbitrap Fusion	Just et al. (2020)	Christine Perret	2020-11-30	LKB1, gluconeogenesis, liver, amino acids, sarcopenia, cachexia, orbitrap Fusion, Q-exactive, phosphoproteome, label-free quantification, 
PXD019920	Spatially-targeted proteomics of S. aureus abscess formation	PRIDE	Mus musculus , Staphylococcus aureus	Orbitrap Fusion	Dataset with its publication pending	Richard Caprioli	2020-11-30	kidney, microLESA, LC-MS/MS, s. aureus, 
PXD016473	Proteomic analysis of serum small extracellular vesicles of individual mice for longitudinal investigations	PRIDE	Mus musculus 	Orbitrap Fusion	Anastasi et al. (2020)	Liam A. McDonnell	2020-11-30	Small extracellular vesicles, proteomics, glioblastoma, serum, mouse, size exclusion chromatography, biomarker discovery, 
PXD018926	RNF41 regulation of the dendritic cell receptor Clec9A	PRIDE	Homo sapiens 	Orbitrap Fusion	Tullett et al. (2020)	Mireille Lahoud	2020-11-26	Clec9A, RNF41, E3 ubiquitin ligase, ubiquitination, 
PXD021843	The malaria parasite sheddase SUB2 governs host red blood cell membrane sealing at invasion	PRIDE	Plasmodium falciparum 3D7, Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	Bram Snijders	2020-11-26	SUB2, orbitrap, protease, malaria, 
PXD022381	Integrated proteomic and metabolomic profiling of Phytophthora cinnamomi attack on sweet chestnut (Castanea sativa) reveals distinct molecular reprogramming proximal to the infection site and away from it	PRIDE	Castanea sativa	Orbitrap Fusion Lumos	Saiz-Fern�ndez et al. (2020)	Martin Cerny	2020-11-26	sweet chestnut, Phytophthora cinnamomi, proteomics, 
PXD021482	D283 MED, a cell line derived from peritoneal metastatic medulloblastoma — a good choice for missing protein discovery	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Zhang et al. (2020)	Siqi Liu	2020-11-26	Chromosome-centric Human Proteome Project (C-HPP), Human Proteome Project, Missing Protein, LC-MSMS, D283 med cell, HPP, 
PXD020794	Neuron-Derived Exosomes as a tool for the study of Parkinson disease: a rapid workflow for morphology, miRNA and proteomic characterization.Neuron-Derived Exosomes as a tool for the study of Parkinson disease: a rapid workflow for morphology, miRNA and pr	PRIDE	Homo sapiens 	Orbitrap Fusion	Anastasi et al. (2020)	Liam A. McDonnell	2020-11-25	neuron derived exosomes, proteomics, Parkinson Disease, plasma, L1CAM, 
PXD021694	Isolation and characterization of extracellular vesicles from tissues	PRIDE	Homo sapiens 	Orbitrap Fusion	Crescitelli et al. (2020)	Cecilia L�sser	2020-11-24	Extracellular vesicles, tandem mass tag, TMT, 
PXD010046	Formaldehyde-crosslinking enables comprehensive profiling of in vivo RNA-interactome in UV-impermeable samples	PRIDE	Xenopus laevis (African clawed frog), Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	Jong-Seo Kim	2020-11-24	Technical, Biological, RBP formaldehyde, 
PXD022023	FAX-RIC enables robust RNA interactome profiling in multicellular organisms in vivo	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Dataset with its publication pending	Yongwoo Na	2020-11-24	Mouse liver RBP RNA interactome, 
PXD017946	11q deletion or ALK activity curbs DLG2 expression to maintain an undifferentiated state in neuroblastoma.	PRIDE	Homo sapiens 	Orbitrap Fusion	Siaw et al. (2020)	Carina Sihlbom	2020-11-24	ALK, neuroblastoma, DLG2, tumor suppressor, Retinoic acid, ERK, TRK, NGF, SNP, genomic profiles, whole genome sequencing, 
PXD021792	Proteomics and phosphoproteomics on NB1 and IMR32 neuroblastoma cells stimulated with ALAKAL2	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	Ruth H. Palmer	2020-11-24	ALKAL2, neuroblastoma, NB, cancer, Anaplastic Lymphoma Kinase, ALK, tandem mass tag, TMT, phosphorylation, 
PXD020327	Activation of FAM111A Protease Induces Defects in Nuclear Function that Likely Underlie its Roles in Disease and Viral Restriction	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Nie et al. (2020)	Michael N. Boddy	2020-11-24	FAM111A,KCS2,OCS,SV40polyomavirus,VACV,Mass spectrometry, 
PXD011771	Laboratory evolution of Escherichia coli enables life based on fluorinated amino acids	PRIDE	Escherichia coli	Orbitrap Fusion Lumos	Dataset with its publication pending	Juri Rappsilber	2020-11-23	Biological, E coli, Evolution, Fluorine, noncanonical, SILAC, Multi-Omics, 
PXD019690	Neuronal metabolic rewiring promotesresilience to neurodegeneration caused by mitochondrial dysfunction	PRIDE	Mus musculus 	Orbitrap Fusion Lumos; Orbitrap Fusion	Motori et al. (2020)	Nils-G�ran Larsson	2020-11-23	Purkinje neurons, Anaplerosis, mitofusin 2, labe-free, TMT, 
PXD016185	Small molecule-induced polymerization triggers degradation of BCL6	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Słabicki et al. (2020)	Eric Fischer	2020-11-20	BCL6, SIAH1, ubiquitin, molecular glue, BTB, polymerization, DLBCL, 
PXD017167	Integrated phosphoproteomic profiling and causal analysis reveal signaling relations in GPVI/ITAM-mediated platelet activation programs	PRIDE	Homo sapiens 	Orbitrap Fusion ETD	Babur � et al. (2020)	Dr. Joseph E. Aslan	2020-11-20	Human, platelets, activation, signaling, causal pathways, cardiovascular disease, phosphopeptide enrichment, isobaric labeling, quantitative proteomics, 
PXD014307	UBR5 in B cell development TMT	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	10.1182/blood.2019002102; Swenson et al. (2020)	Shannon Mychel Buckley	2020-11-19	TMT UBR5 Bcells Spleen Mouse, 
PXD020709	Spatiotemporal Profiling of Cytosolic Signaling Complexes in Living Cells by Highly Selective Proximity Proteomics	PRIDE	Homo sapiens 	Orbitrap Fusion	Dataset with its publication pending	Ruijun Tian	2020-11-18	Protein complex, Proximity labeling, Spatiotemporal, Proteomics, 
PXD019311	Improved Monoisotopic Mass Estimation for Deeper Proteome Coverage	PRIDE	Homo sapiens , Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos	Rad et al. (2020)	Steven Gygi	2020-11-17	Monoisotopic peak, TMT, multiplex proteomics, bottom-up proteomics, FAIMS, APD, 
PXD020589	An HPF1/PARP1-based chemical biology strategy for exploring ADP-ribosylation	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; Orbitrap Fusion	Bonfiglio et al. (2020)	Ivan Matic	2020-11-17	ADP-ribosylation, PARP1, LC-MS, Fusion, 
PXD018933	Protein sequence comparison of human and non-human primate tooth proteomes	PRIDE	Pongo abelii, Pan troglodytes , Gorilla gorilla gorilla, Papio hamadryas, Homo sapiens 	Orbitrap Fusion ETD	Dataset with its publication pending	Catherine Mollereai	2020-11-17	Paleoproteomics, Tooth, Primates, nanoLC-MS/MS, Taxonomy, 
PXD017496	Global and site-specific effect of phosphorylation on protein turnover	PRIDE	Rattus norvegicus , Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	Yansheng Liu	2020-11-17	Cell line, Phosphoproteomics, Turnover, DIA, Lumos, 
PXD011614	Protein-based Cardiogenic Shock Patient Classifier	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Rueda et al. (2019)	Eduard Sabid�	2020-11-16	Biomedical, Cradiogenic shock, proteomics, 
PXD017918	Extending the Comprehensiveness of Immunopeptidome Analyses Using Isobaric Peptide Labeling	PRIDE	Homo sapiens 	Orbitrap Fusion	Pfammatter et al. (2020)	Pierre Thibault	2020-11-16	FAIMS, MHC, TMT, tumor specific antigens, minor antigens, 
PXD020336	C-Man peptide pulldowns from Brain	PRIDE	Mus musculus 	Q Exactive; Orbitrap Fusion	Dataset with its publication pending	Ethan Goddard-Borger	2020-11-16	Glycopeptides, C-man, Affinity Pulldowns, 
